,BoatHash,W_score,H_score
15579,-2300794433167138592,88,209
15580,-382366498102128889,105,45
15581,-2862749519296507076,130,134
15582,5311339482745718795,95,26
15583,2267493637697656777,69,19
15584,5327480891747883106,12,51
15585,4159156975882011645,11,8
15586,-8592371361257986997,15,51
15587,-3962183586161249852,4,12
15588,-612553055620669922,10,53
15589,-4546151302086122380,12,44
15590,5574085894940096066,4,19
15591,6980800243607783828,36,59
15592,-2401810265009118088,23,31
15593,-166089726130927051,49,171
15594,-3409084548373957040,62,234
15595,8976320080197903019,8,10
15596,4823532278452212504,8,4
15597,-4033294947795660641,7,4
15598,4083795353953425307,15,12
15599,2595947556135423449,15,10
15600,-1027474574765934578,16,13
15601,2115670868855038382,26,19
15602,670658033179962193,8,12
15603,-8458827863147852790,65,143
15604,-8175815433300955905,43,46
15605,-963880422194974652,40,42
15606,-1316797970588692776,28,32
15607,-1393211144316454854,46,54
15608,4865827264213194959,32,40
15609,-6273853292346488827,31,45
15610,5984426501788198622,45,33
15611,4042494136809920816,51,29
15612,4804160658389021268,56,17
15613,-4725736252337263837,6,9
15614,8490609274238724088,73,64
15615,-8144005001019183116,27,93
15616,-5667142844509612566,26,55
15617,-3156229941105535013,14,41
15618,-3390900965353629147,34,63
15619,2098699225569705556,54,138
15620,3115524069334766465,13,51
15621,8623192284030284237,45,22
15622,-2327090262742261705,13,18
15623,-7936975982092969915,35,52
15624,8835137927367584500,7,5
15625,-5196466348239169159,67,173
15626,2789307506747757207,28,45
15627,-4423872932128290605,124,148
15628,227206029713691258,108,74
15629,-5068912308439963250,28,22
15630,8525106682541429379,78,43
15631,3473588822927336056,62,66
15632,-1986099119623716462,157,93
15633,-5487084675252465372,8,18
15634,8059961459538183751,61,66
15635,-7938736320093084924,5,13
15636,2736999063363227299,58,149
15637,-3080558581092657924,16,12
15638,-1261855601599199494,15,29
15639,-9054591634769672143,13,27
15640,-4766175891075471019,23,19
15641,-300315789247584164,14,32
15642,7715047513131803863,12,45
15643,-2778624541884612976,29,25
15644,-9009435972117015155,16,30
15645,880164149512448300,32,22
15646,7208333761958175440,35,35
15647,6868532359109041500,76,84
15648,1927744731832475286,61,22
15649,4769702496121708292,139,181
15650,6352286431937964022,26,44
15651,2619345190048489659,54,104
15652,-378849143371524082,15,20
15653,5138579771945429292,7,4
15654,62620499589720396,5,6
15655,-8688875928178253968,8,6
15656,-3314433076651634216,6,3
15657,8072487771577362642,10,19
15658,7197235937938430303,36,45
15659,743616837774625540,95,177
15660,556758854900146330,7,8
15661,5562257590672297371,17,38
15662,5874376897912156337,21,10
15663,-8200945248740793589,21,41
15664,-1308907555838023971,12,19
15665,-3956085458058985512,3,6
15666,-5792273925966561099,137,69
15667,-1940024025174001650,46,13
15668,-8022571940425994676,148,45
15669,-5248236795882837305,48,25
15670,1839301882419601253,19,14
15671,-8603054621402409358,21,12
15672,3088065943880390186,39,22
15673,-3835894162801815338,15,22
15674,-1694734148970780555,9,41
15675,2701663570672730190,86,50
15676,-3457826268080433506,41,61
15677,-1192964018462034700,2,3
15678,7426802669098972904,104,43
15679,8316258615834378909,4,12
15680,-487115426433561841,29,37
15681,7221942394271387852,104,42
15682,1688024674650909719,104,76
15683,5432814270330099365,16,24
15684,5726681669527931467,7,18
15685,-3414993181564524022,4,10
15686,-1058444109625430973,10,29
15687,-4006758362023573248,15,26
15688,-4920687240731469596,39,58
15689,8289240564295210223,29,58
15690,-9120424099636617297,92,73
15691,2394007581925165856,43,35
15692,1743415546983236521,6,27
15693,1087689791788367606,24,70
15694,2796405099911506961,7,38
15695,306510720565495320,5,25
15696,-8907216924980478298,10,16
15697,-7835422551789716343,79,122
15698,6300985408890239382,8,16
15699,3621223206515082624,9,9
15700,-4839016520091140632,63,191
15701,-7958536641297006835,6,11
15702,169668618345039417,56,93
15703,7937136905668642206,61,126
15704,-5208658835669477483,22,93
15705,-9211933034617119195,48,35
15706,-5023159378815956657,43,20
15707,2872983592003178212,101,129
15708,948487601301682758,6,9
15709,1537286049577704671,3,6
15710,5895212717213744876,4,6
15711,8466076193234099440,5,7
15712,-494092115936992192,19,30
15713,-2691611036557716089,7,11
15714,6166178914889663519,11,11
15715,-628967568056206678,8,9
15716,9005349280809090236,21,23
15717,6214789208202865516,15,21
15718,7769000381439497599,20,24
15719,813583421006725540,13,11
15720,6445504007985251537,8,9
15721,-5031880512040977896,16,33
15722,3111709681433912552,20,23
15723,9138223203096984135,42,21
15724,6341260368782165374,22,17
15725,-5981203549190140591,24,19
15726,-7490067955848008666,20,9
15727,-3036131251763083926,16,11
15728,-3267626573300573601,24,9
15729,-8871649958631073179,24,13
15730,-36899758702925191,17,44
15731,6567557995485036800,12,39
15732,1857778595569636567,69,151
15733,-8996518169253111278,10,23
15734,4620671152236079939,77,95
15735,7207862764285907676,10,15
15736,-428793414646803322,17,52
15737,-2958026666258145371,24,29
15738,558655587492665461,12,25
15739,6999299607081436061,10,24
15740,4389471662174601773,14,29
15741,-7859535495718977771,16,55
15742,5775468057397392079,6,16
15743,2733285234997201194,35,91
15744,-6280723171801670426,2,4
15745,373588059309508983,65,46
15746,5974044796930167481,116,76
15747,-1662043995237673370,8,6
15748,-7195999325655513401,10,16
15749,-1491805587950430821,16,70
15750,-7088695096596163640,21,96
15751,7495987651375221360,28,68
15752,-7047766852810281132,1,19
15753,4250735662301413468,5,6
15754,-8374525964136656860,3,7
15755,-544542385202172948,2,6
15756,9151123441121370147,2,6
15757,-6481481118428512281,18,30
15758,-1044046893401686721,38,123
15759,3642238067038556144,5,11
15760,-8520589368913735272,3,5
15761,167588177892630837,44,153
15762,8189536071754586026,75,217
15763,4933489155170209116,10,13
15764,-8303063575647274833,95,58
15765,4719518094490409139,56,55
15766,368394220497228757,64,115
15767,2536127556601857133,26,30
15768,6889923069351818848,32,66
15769,7034506649869492431,138,35
15770,2150517113074578162,121,24
15771,-3303446397460821979,52,29
15772,4844515062063891742,81,57
15773,6038238688764147967,72,37
15774,979261800012449319,47,33
15775,1057026170881597527,2,4
15776,1553120907288491930,17,33
15777,-5168710055291283595,1,6
15778,-151931545923583126,2,9
15779,-3226185782144749488,2,8
15780,2769597732893076768,1,8
15781,-2467533430558828951,3,11
15782,-852143790431847612,26,46
15783,6333266655389812376,143,164
15784,5945763274547117954,28,57
15785,-7044317182225506679,102,185
15786,7314016703779932027,31,72
15787,-7724985444247756475,102,85
15788,-7074597474199637084,105,152
15789,-5720564893844047211,9,15
15790,1552671570383193348,9,9
15791,-7483429563233947029,155,115
15792,4402901653322757906,90,155
15793,-3068410968271187667,6,8
15794,2154107213353553347,23,30
15795,-3354400634328564145,38,49
15796,6870147390016394583,21,40
15797,4204432255123582584,16,89
15798,-4228439862040120471,8,10
15799,7733953508533828999,172,87
15800,1790656405561604802,49,22
15801,-6930288466760390744,47,77
15802,998389219581817888,142,139
15803,-6210305989506720050,80,42
15804,-5779704688253805735,9,19
15805,-5693417400050786800,4,5
15806,-2609948407033135763,20,10
15807,-5646310171598279040,23,13
15808,-3125590504826896879,24,13
15809,3751509897768408249,13,12
15810,-2134076942282224012,100,34
15811,4307380391672792708,46,15
15812,9080765486973062419,40,40
15813,3332076674470029239,26,9
15814,-7279503611351797560,31,10
15815,-3984968328867318131,47,36
15816,-4320945778335099270,20,19
15817,8647369430428182808,4,9
15818,-9111104014724325511,12,15
15819,-1542864242157420604,36,53
15820,5720485154104598169,123,73
15821,3150002390069739643,110,197
15822,-2343545881418516791,11,15
15823,-5175670194757354769,21,23
15824,-7686407617092201533,39,48
15825,8511515208768759353,12,14
15826,-8078371257920687873,9,5
15827,-8657950581978915480,32,16
15828,-2742154343677896475,34,40
15829,158271417160128285,57,31
15830,2635160818066140947,45,160
15831,-8767710160881414999,20,12
15832,4244567004917974302,12,33
15833,-8213495443731790006,31,22
15834,-346093906311634872,9,26
15835,-1314354935510978507,4,10
15836,-2441376702556639750,23,19
15837,-1661674541384647460,8,17
15838,-579630408632974171,12,41
15839,176936569121560760,6,28
15840,-3286610421700637927,30,71
15841,2058457558197673378,26,149
15842,-1063769954194382326,54,68
15843,-5626261956680078891,6,9
15844,3450977846089150268,16,9
15845,-2673999345610969258,42,16
15846,4779173605897387157,13,23
15847,2954711014570235365,26,51
15848,-8783369265413658244,9,32
15849,4525958096101922047,8,8
15850,1212120604281365185,80,174
15851,1685504037045095577,62,58
15852,1186389541628909187,20,48
15853,-5629102413920730457,9,58
15854,-2089575763513614357,17,109
15855,54562915858757857,13,57
15856,-4225371595062076552,31,8
15857,-1104055158069580709,8,19
15858,6423706281509022950,26,61
15859,-280439468836828771,112,30
15860,1256253906689994082,11,16
15861,-5263248376392287391,24,47
15862,8976601396070490591,107,90
15863,-1628340382646990684,17,15
15864,-6666201837363083749,38,31
15865,4318971383556099201,28,26
15866,5247045411588294120,4,17
15867,7244172413377505141,20,17
15868,7050118468387827946,14,11
15869,8639911137093448824,71,34
15870,1253760025346510488,52,139
15871,-7745616838271341984,21,49
15872,6619783084898175486,6,19
15873,-8910064167291640962,12,41
15874,2603191369194529642,17,40
15875,6524297020031839022,14,33
15876,3609006352372364540,6,16
15877,-8053565830392469145,4,6
15878,3453988865503378676,45,57
15879,7900799005860351162,35,93
15880,-1508764411265573141,38,14
15881,-2064433122747113244,24,9
15882,-9174621722742263693,26,15
15883,7351275941705378436,14,18
15884,7397949900496167975,41,23
15885,4395683400599852302,26,16
15886,-2131836909017104816,20,9
15887,-7649709087139306575,18,18
15888,4766248235720403845,80,101
15889,8278874083991176662,52,64
15890,-6158222350132578159,95,124
15891,4228845357430902464,36,17
15892,-6826981400740240264,10,6
15893,-7627264926840665555,32,17
15894,-2005404103237692802,7,10
15895,-7674128762315744803,38,77
15896,-7263171149213558175,6,9
15897,3195938794381040539,1,3
15898,-2408230732678055146,1,3
15899,3691560393724890560,30,58
15900,3362871326088987140,9,16
15901,5720967497050251271,12,10
15902,2040425715299302581,64,36
15903,5177241308128496617,49,22
15904,-7460490792811547075,2,3
15905,790677816149666236,2,3
15906,2161861843255652149,5,4
15907,-3507911347844422632,33,158
15908,459035967052608088,16,14
15909,-92018670045125561,8,13
15910,9035378019816694813,32,22
15911,6557486450318741021,10,9
15912,-1772749845340030564,19,18
15913,-1860391788422972569,10,12
15914,7803922142880365063,34,19
15915,2702978471960383365,57,26
15916,6351459337648996499,137,113
15917,-2070215542067685429,8,7
15918,7852403874593246467,43,57
15919,6020329903623483744,21,38
15920,4686719608797333807,21,38
15921,3811164520142611459,7,8
15922,-1440898373538301316,7,9
15923,1780081049846199102,49,27
15924,4893090133761446616,47,33
15925,-2846332138957907330,60,24
15926,-7996288903841889986,9,10
15927,-7474125981019150616,68,126
15928,8184975002585173776,13,57
15929,-3391182838039251678,47,19
15930,1779729281556351930,109,122
15931,4455928154174876847,42,47
15932,-5818412355578568693,44,37
15933,-915171462959708959,144,112
15934,-8969176829963944274,68,47
15935,4415753726795346622,32,64
15936,-7298190903028752764,8,14
15937,-8461796241830633269,8,22
15938,-4755174739987344585,101,63
15939,3342832425971632919,4,16
15940,4253527680362504763,4,16
15941,9188649517101317880,10,19
15942,4799184763244017872,18,38
15943,1669884811406069194,16,32
15944,7763341040588139185,27,51
15945,584731792105441115,27,10
15946,-7579536665727511889,30,13
15947,-5415256331100830963,35,11
15948,-7277963108964668252,46,14
15949,5576037026783046939,24,20
15950,9189649828988805467,20,51
15951,-8422992375354224963,3,6
15952,8636932092786281265,51,25
15953,-8270004136593512331,11,12
15954,3339075019146973223,9,19
15955,-8139443057907587234,4,7
15956,6967963762466153607,26,133
15957,-7921549261920973763,98,34
15958,6711948278996662143,9,12
15959,342635406485859572,31,70
15960,1778566483057743082,154,143
15961,7644947284990772965,11,12
15962,-1823902045593564192,157,115
15963,-3194725806798783705,4,6
15964,8356154447138336679,5,7
15965,6418747630308548892,5,8
15966,-6503423574973727134,10,15
15967,2391641684404428526,2,3
15968,490338209341929774,2,3
15969,2848580752381856074,49,15
15970,2351082618263570849,8,4
15971,-1862444563604371472,20,12
15972,4361613615504877017,13,7
15973,3997235859947292281,98,52
15974,299316698647287405,10,19
15975,7257245683342905474,10,8
15976,-2361444340848635395,14,15
15977,5364635223447922097,10,19
15978,-7363593772126241198,21,38
15979,-4331040837570317551,28,33
15980,2613564877624007149,21,29
15981,138647318073822432,17,57
15982,-1224669699036258559,16,22
15983,6650213244220854951,10,17
15984,-8119225545115736433,125,64
15985,-1972550342969075416,34,42
15986,3890728226754682001,40,45
15987,5933130983395506317,9,7
15988,-6181869650609924760,29,35
15989,3923693083418202515,58,107
15990,-1062099962938841673,54,31
15991,1674411013663209236,110,64
15992,1450377948401938402,38,53
15993,7955541306216863645,36,48
15994,2164591990214544823,24,34
15995,2977631473816990439,46,45
15996,2361553351270544317,13,35
15997,-9090005712383281275,26,33
15998,-9202344709076000690,43,53
15999,-5860489898684761426,95,118
16000,936073850834691005,25,67
16001,-7883934918875769838,21,66
16002,4421102630761616879,20,13
16003,5007088430258398835,102,22
16004,-6134306634451971235,8,19
16005,7510156240024698713,33,61
16006,2178300234963642011,28,58
16007,-8509242862251077241,97,52
16008,-2186410262583509186,23,17
16009,7632411591152078944,16,14
16010,-5152014113705417317,6,7
16011,-8848211972779281256,6,7
16012,-2633546872760575420,186,114
16013,742338565778847592,37,87
16014,-2891140651843779208,135,74
16015,319052761941989786,21,18
16016,554911950334205695,100,100
16017,4940731469061072125,111,136
16018,5643491265122799340,13,29
16019,8734200713819249599,47,35
16020,2677041513561476721,88,55
16021,939000165048259871,8,12
16022,-1437283882522510542,51,24
16023,-5997398413346911960,102,45
16024,495441238556198260,10,15
16025,-2296927099685882437,28,71
16026,-3308682629793970445,132,228
16027,2953994071263447550,48,23
16028,2619906943295029003,4,14
16029,4961618043475554168,23,48
16030,-6526548379073980141,151,44
16031,3510820361247177112,8,12
16032,3289472441937493422,136,132
16033,-3192347512406030391,4,4
16034,-2594139575973270549,8,12
16035,1057914941495363341,79,184
16036,7432060030492193526,39,36
16037,4761046576670267793,15,17
16038,9023904153328624598,1,3
16039,-1490454454344978832,9,13
16040,3548055852451073536,19,16
16041,7321200892008807103,26,25
16042,-5821098211581104801,33,58
16043,-6483114475327874137,8,12
16044,5670400398406154397,8,38
16045,-5528537617399737817,42,30
16046,1737738794956886742,1,4
16047,-2979856930480020715,24,54
16048,-709985064050910737,64,84
16049,-6831874307521232070,4,6
16050,839546585432217413,31,14
16051,-7768398263029371446,30,29
16052,-8883249422357555262,27,47
16053,-5993169612584114423,80,65
16054,-1750552509184108887,38,40
16055,975396167453074955,35,34
16056,-2822233070143345706,4,17
16057,5243990812577310069,125,61
16058,8812869549739257843,13,84
16059,6964656910404030946,26,38
16060,3761976001624678159,91,50
16061,664712991102776399,23,27
16062,-4080633565194738836,10,18
16063,4157386551881276495,8,15
16064,-4293535901981984585,28,45
16065,-6001871351107073572,12,25
16066,-9064312884848012403,23,24
16067,-2515426345923350900,10,9
16068,-7453430436629610200,16,14
16069,3518270009536291890,21,23
16070,-499269360827194349,22,14
16071,7168763167176977259,58,15
16072,-4626204632196637327,12,12
16073,-2507279354524539188,5,8
16074,-769498529233020485,50,33
16075,3701505320880565472,50,16
16076,4832878577348624181,124,144
16077,7018112943134662125,37,45
16078,-3092167643085745581,34,42
16079,-735313507211561450,5,8
16080,1160166026630094699,5,7
16081,5672321768008954336,4,8
16082,5247190733455898162,24,13
16083,5040819900156469033,15,17
16084,-27278254318373851,4,1
16085,2936787590866004670,10,10
16086,5551939619506821778,11,38
16087,6166362979822519675,9,36
16088,-2781402817215213527,102,28
16089,-3044174534640486909,19,17
16090,-4046580938507031557,8,43
16091,-8054962960401945454,28,111
16092,7421614530867226431,123,123
16093,-3836224502847906007,118,94
16094,7002931029555395888,162,82
16095,-3113423953138582483,5,4
16096,6329833682218471914,39,20
16097,-6668636508156132933,17,22
16098,-5792833697427090233,61,93
16099,3577767779081824243,4,25
16100,-6819359331074568191,4,25
16101,3522637004170844977,42,51
16102,-5656189294323507739,12,59
16103,-4475302362065941377,3,16
16104,2424686480149915352,12,20
16105,-8320683504362381084,75,123
16106,-2159477558127008691,85,154
16107,5489868965950978161,6,9
16108,3135956969860275298,79,61
16109,4859230531377076109,39,34
16110,-7888848414302715480,45,16
16111,-575914783489929800,97,61
16112,6663012162345971619,27,71
16113,-3624442631841754996,12,21
16114,3292315264510967564,12,31
16115,6513012411768557411,49,40
16116,6836505634436723037,201,77
16117,-4922985421075765811,31,49
16118,2980922471652663491,31,35
16119,-3361237157976866389,41,43
16120,3601098187754963692,62,153
16121,1735638467299680653,3,6
16122,-393604410716438371,13,14
16123,-7761479330970316519,12,16
16124,2085938347709215642,10,12
16125,604682908054601232,32,67
16126,-3758461832024382238,7,7
16127,-5072204308066168126,7,12
16128,3305780777170839669,2,6
16129,-4617806091534485482,5,8
16130,6522427379652802752,5,3
16131,-9142206186022100844,2,4
16132,622450439056988794,4,4
16133,-4439424363839623323,123,63
16134,-4242295298668267041,15,72
16135,8875534164066917527,36,19
16136,6123340864820276731,46,19
16137,-4925479808143941266,21,9
16138,-485052574678705027,8,7
16139,4266759080155645564,27,16
16140,705273589793407098,27,64
16141,6356693296088063335,16,21
16142,-5275191716514910585,27,49
16143,9223152359285575820,35,59
16144,-8791748315612582434,27,53
16145,-2459216814591428779,8,9
16146,9115930478596686749,80,187
16147,8937897290879373470,31,77
16148,-6287538387672357687,102,110
16149,-7544485834420422501,19,28
16150,-5930378320941733497,112,71
16151,5144160926121250134,15,49
16152,-526076098644233849,13,45
16153,8868325772990335077,45,43
16154,8459578072393813128,86,88
16155,1037267096414550255,43,28
16156,-1896296936705227520,16,11
16157,2353588256294825864,65,113
16158,-7899294777346309406,5,8
16159,7704919274809258996,4,6
16160,-8337163361949860197,2,5
16161,5130838895624580656,6,9
16162,-5880622601446332035,5,8
16163,8245542351561121227,8,32
16164,1871100122752842143,6,3
16165,-5791690684591504876,112,90
16166,-7547795529726715120,60,66
16167,7642305604268237816,187,89
16168,5564210731688411606,108,113
16169,2408183707297227424,75,137
16170,6663148003885976189,6,10
16171,-4423256922827111406,9,8
16172,-4610302186519226609,6,8
16173,-4832852439486910284,6,10
16174,-7839730313559869139,6,10
16175,5152394025502308065,4,10
16176,3498343784341352829,5,5
16177,4102794016697948470,6,8
16178,5857043948457488068,10,10
16179,-3087559755400410795,59,67
16180,5204310325238888084,24,24
16181,-7479445425607600109,19,11
16182,6029080522375272271,9,19
16183,-3866867026674203651,5,7
16184,1854054826513650245,99,113
16185,-1722789262001848014,57,51
16186,-5040402948723392179,86,33
16187,2249319472807512580,123,113
16188,-3391632463544704416,190,90
16189,-9194762012149591074,48,90
16190,7455916578954402866,30,55
16191,5749585975989879998,27,58
16192,5745269269600259746,91,93
16193,3476903150390866275,48,22
16194,-4394452649116474097,53,52
16195,8881968108743538926,87,155
16196,-6689627368673074951,42,22
16197,-4145621825007115198,53,25
16198,1548304587614161410,5,11
16199,-8631338434986286750,139,34
16200,8790634483081599931,2,5
16201,-1096955081013147,27,59
16202,-6291712598444874973,34,53
16203,4819968964920479269,53,114
16204,-4802863372050041258,6,9
16205,8564757202100428875,7,11
16206,1302464365011662530,168,76
16207,-3585039441867632025,35,42
16208,7840696978170851972,76,115
16209,-7114421234232315807,153,165
16210,2309826204054628685,86,178
16211,-4652045775800065526,49,25
16212,-7447602044938520250,67,81
16213,3563511021291210702,7,17
16214,-6520501164834526994,36,67
16215,-2944165030423940149,43,24
16216,-4703901951278896242,64,34
16217,6739041286302685828,78,34
16218,3534358806866688964,44,54
16219,5867838000598145121,16,18
16220,5711412475142273736,7,11
16221,-5248257516009442617,15,81
16222,3727628389839085129,15,15
16223,1461499261106011367,2,4
16224,-7772216180473316964,16,90
16225,3486714037754515040,114,35
16226,-4747354859664704736,7,23
16227,3091093968824674290,10,11
16228,3004037770625067481,23,13
16229,2806829998832660687,13,18
16230,1254978774748816278,42,50
16231,-2700312788726884649,24,25
16232,732262609430332287,10,60
16233,-1256263287444191276,44,42
16234,8430754376165630825,15,16
16235,4030973121136101401,59,63
16236,7010946516440976462,16,17
16237,4166847636838599531,15,16
16238,-7546519901002586857,161,113
16239,-8396312729153368862,23,12
16240,-3157497171735292399,27,16
16241,-4257792429595326846,19,10
16242,-6344883053335225141,128,45
16243,-7786080345957452245,158,54
16244,-1344872898670482530,19,9
16245,-9001145657914929569,82,32
16246,-1657097290954913252,96,31
16247,8908840248628640617,36,22
16248,-5683753532407800142,42,39
16249,9110106936952030199,39,40
16250,-5743629540205385535,49,45
16251,5340824082424174760,87,33
16252,-3995784266301093784,42,45
16253,-4551302119796374265,12,9
16254,4773075475495449435,5,9
16255,1638076981986870968,49,34
16256,-6879448898306775772,55,37
16257,-7293631815704717798,15,8
16258,-2575440243775508583,50,33
16259,-3570126658954990409,14,7
16260,-8680991004917299916,25,35
16261,6901268766538308427,15,30
16262,-4320207313259312847,6,16
16263,970198174159540682,123,147
16264,-3929132004085769684,9,7
16265,-7125981832390661048,7,10
16266,6028352757455115924,5,8
16267,-2289664692307627009,98,22
16268,3248645392920489381,164,55
16269,-178768045241603296,33,33
16270,4564224006914482030,83,96
16271,6556970427805343284,4,6
16272,-4494450168147110262,8,15
16273,-5338865216597033441,27,29
16274,2102491729949376666,7,12
16275,-6420179948101569737,52,45
16276,-4913570949468633259,2,7
16277,248502456886687250,2,8
16278,7713642462671024219,4,6
16279,1461672273639380391,55,81
16280,4462834200280556162,12,18
16281,-4025847251597499837,6,9
16282,74052526785695026,24,9
16283,-92944416426618707,26,12
16284,5636885793910214305,30,14
16285,-3759090029014760218,14,55
16286,-4116556963946079951,19,44
16287,-3735029759379165913,10,24
16288,6747603445690567137,3,10
16289,558996890995215178,88,18
16290,4930488705046389111,104,14
16291,-1266501165582286771,137,37
16292,9001372273050494392,101,15
16293,7263622003158982370,91,17
16294,-6782741449578329441,94,22
16295,7855389041552407035,97,21
16296,4863707594504488408,161,36
16297,4572405460311906589,79,53
16298,8141980411225244738,52,30
16299,6655179526302533541,88,105
16300,8946794931836712349,124,93
16301,-1937051757830734162,46,32
16302,-955393426173928910,49,37
16303,-6433704550690703830,43,29
16304,5810191645001079288,99,64
16305,-7730915613603970856,104,73
16306,-1019069534226711394,33,34
16307,-7404145772321868512,9,18
16308,3860609819379275660,4,6
16309,5770388606810992540,73,139
16310,-8559761430269717317,72,58
16311,-5106756786190864811,75,38
16312,6781522811090605772,42,31
16313,-8602561731308675438,41,30
16314,7973100405456271194,75,110
16315,194616341142684826,2,10
16316,5323573763661318982,40,56
16317,-5238075546659323245,70,61
16318,8946863529578236105,21,19
16319,3163228368632166183,14,26
16320,971366183605826545,12,11
16321,2498152041469049605,12,12
16322,-8735673253332175141,8,13
16323,7145243132665373078,17,35
16324,-7578975281410130953,15,37
16325,-3841764709762955804,225,53
16326,-994353990655485424,132,100
16327,2179929579145526082,15,19
16328,-776169438280807393,19,49
16329,-3527245151126362500,36,16
16330,2143526967538815971,9,25
16331,-2659479659334787365,19,61
16332,-2942409817945436852,26,55
16333,-5827476810376208164,51,48
16334,8880991614780149983,36,43
16335,8262148111802080438,22,21
16336,-5042529882640917171,24,32
16337,5135327644017949631,31,39
16338,-7331535468005010942,25,31
16339,-1640839614593186997,20,32
16340,-5828622545449789080,6,3
16341,4006348859212657086,42,48
16342,-5486393436295470283,132,79
16343,-8967007212004268705,8,11
16344,-8569935490425793436,127,149
16345,2405262354781660721,16,16
16346,4218503511131209274,42,11
16347,2940055084151717081,72,65
16348,-8980689182067755913,44,55
16349,2969713788277978556,12,17
16350,686442725589301882,9,30
16351,4611538930100928585,30,18
16352,-6422859463189778643,35,23
16353,-142300363816181513,35,19
16354,8776355761317154845,10,9
16355,-6729032410545719246,10,7
16356,-3882322227728392162,10,15
16357,931233409716483547,117,84
16358,-6488968833861722874,53,37
16359,-6833972968226456653,31,20
16360,-693480150045434251,94,60
16361,-7698785614380844567,59,21
16362,-6795558205149632117,101,42
16363,8976763302543456971,65,145
16364,4165503833070737030,23,45
16365,7745692316082351828,16,12
16366,-713755287581971093,8,5
16367,-1933671426593996510,8,7
16368,-7822312051497220495,85,171
16369,3785259612702835958,10,7
16370,-4015512341296899347,2,3
16371,-1688381060195327586,98,134
16372,1773581310475305609,134,119
16373,-6441788998532867212,24,60
16374,2443446739001321133,11,19
16375,-6660973325635481991,52,74
16376,-8639811184303197946,50,72
16377,458408880663937544,38,31
16378,-6153871844515768048,33,31
16379,-3691557549027926953,46,72
16380,-1020106105079323028,39,123
16381,2447986012772125897,76,72
16382,-9070522080638118102,134,93
16383,-2273066450477628394,36,59
16384,6587160453576555149,15,10
16385,-5861904123305493187,6,15
16386,-7499275431991516848,13,19
16387,4679588104512344799,68,140
16388,8958476214179346536,14,9
16389,4816626897260939239,7,6
16390,5249611846236870810,32,139
16391,6699657902725847350,43,24
16392,6102434071751818089,52,38
16393,7086574725779694794,29,26
16394,7634271688354401044,28,21
16395,-6437203735975196628,141,106
16396,7497126831332706921,20,42
16397,-1454874530357412900,4,16
16398,-7555913794030038394,12,18
16399,-6733742757029753344,31,51
16400,987118729277710678,2,3
16401,2074927811718387513,14,59
16402,-2860191067191591495,16,6
16403,2099797894789020715,10,50
16404,5948499975238348696,79,149
16405,-5709274453027921891,8,34
16406,-8842497896477044631,35,55
16407,5967313574788534844,6,7
16408,-7634439872859557929,106,96
16409,886344164136641526,2,9
16410,-1808518589609820252,5,9
16411,-8932494723706712134,7,5
16412,-6336138079945802716,98,26
16413,-2782528475294703862,44,9
16414,-2687976668048215513,119,101
16415,-6429999387269229982,3,9
16416,-914503520720351705,84,219
16417,1767670918376926468,82,92
16418,1772843185797722444,68,75
16419,5928141334816566386,86,101
16420,7042176990512981663,53,75
16421,3507476893342523110,19,22
16422,-458766868005476143,85,94
16423,357836012824184451,19,19
16424,-2838529286250444819,35,34
16425,4130785856040015750,23,25
16426,7773255492072171276,18,26
16427,5831534013276798471,4,9
16428,2128624137248971837,15,16
16429,1162945056026256417,31,44
16430,6267908584964984051,21,29
16431,6906135009704906868,10,15
16432,-5050443073323752077,12,16
16433,1619718767802086506,20,28
16434,3201314815753792997,7,8
16435,3657936804175977906,14,20
16436,1536758681619674328,17,22
16437,2429841098705675649,15,20
16438,7858506658464805124,2,5
16439,1116915308468013095,43,121
16440,4341126213079787377,7,15
16441,3282227378616138365,12,20
16442,-8040960399039898301,24,41
16443,6194177757793866055,41,74
16444,3933710514137496151,28,49
16445,5501260359816264323,42,74
16446,-2027642627734516636,26,141
16447,6049236389665225707,47,38
16448,-2462729459761128731,107,64
16449,1644060374472529360,4,9
16450,-7148259270099970009,102,43
16451,3928479946725571908,82,59
16452,1480535371735560062,38,31
16453,239657825963909905,11,12
16454,-7965675125366196766,67,142
16455,-1217086514475253338,37,47
16456,-6850671188942766851,64,84
16457,1682434503991954527,156,149
16458,-4119739019490335320,18,12
16459,5928602647225512154,20,32
16460,2180380919394254782,18,7
16461,2370767622940434113,2,3
16462,8339180258332777521,167,36
16463,6091363390166685294,5,4
16464,-2005582584530469693,3,3
16465,-6934831002700604735,5,9
16466,-484088253284123456,38,21
16467,-3218909405952823002,19,22
16468,4755451424461764389,206,93
16469,9004707753299665074,23,30
16470,3942381262990273482,17,25
16471,-1173222818055232505,21,37
16472,-4638748536384453624,25,32
16473,-4519009087520158974,15,21
16474,-8887095350398248803,9,10
16475,8160312137658928139,18,24
16476,1605387030482040801,15,22
16477,7907546326893638470,12,12
16478,-8458559536174975068,13,14
16479,-8937102773095795962,50,40
16480,1791752030074057220,41,14
16481,288685403234225997,21,62
16482,649995497447860040,40,31
16483,-3190472848172691593,47,40
16484,4067868547908037447,9,16
16485,-3575020079866612676,129,45
16486,4225557936272418659,135,47
16487,3198329018719213502,129,42
